anime_id,name,genre,type,episodes,rating,members,synopsis
9750,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",TV,12,6.83,73555,"Taito has been really sleepy lately, and keeps dreaming of a female vampire who says she has given him her ""poison."" Sometimes he even thinks he hears her voice when he's awake. But after surviving an accident that should have killed him, Taito's world changes drastically and he realizes that his dreams are more real than he thought."
3720,Jack to Mame no Ki,"Fantasy, Kids",Movie,1,6.83,640,"An old fairy tale gets some new wrinkles in this fanciful animated adaptation. After young Jack is conned into trading his family's prize cow for a handful of beans, he plants them and discovers they produce a magical vine that rises through the clouds. Climbing the beanstalk, Jack encounters a strange and remarkable world ruled by the magical Princess Margaret. The princess is in love with Prince Tulip despite his unattractive features and harsh personality, but as it turns out, this is the work of Madam Noir, an evil witch who has cast a spell on the princess so she will marry Tulip, her only son. Can Jack help the princess avoid this awful fate? Directed by Japanese animator Gisaburo Sugii, this free adaptation of Jack and the Beanstalk has won a cult following for its fanciful story and wildly colorful design."
9773,Lady Lady!! (1988),"Drama, Shoujo",Movie,1,6.83,587,"When Rin's mother dies, she makes the promise that some day she will become a Lady, and travels to England to meet the rest of the family. She is not very welcomed (specially at the start by her stepsister Sara), but after some time they are all a happy family. Rin (Lynn) is also very interested in horses and racing, and she wins a nice share of contests.  This series is divided into two parts, first with Rin being really a child, and the second with her being around 13.   (Source: Anidb)"
2457,Majokko Tsukune-chan,"Comedy, Magic, Seinen",OVA,6,6.83,1622,"In this surreal comedy, the witch Tsukune-chan travels the countryside doling out just deserts, be they good or bad.  (Source: AniDB)"
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,"Comedy, Seinen, Slice of Life",OVA,1,6.83,9773,Extra episode of Nagato Yuki-chan no Shoushitsu bundled with the limited edition of the 9th manga volume.
17855,Namiuchigiwa no Muromi-san OVA,"Comedy, Fantasy, Slice of Life",OVA,1,6.83,5858,
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,6.83,52264,"After safely escorting the cowardly Takigakure leader Shibuki to his homeland, Naruto Uzumaki, Sasuke Uchiha, and Sakura Haruno are taken aback by the village's sudden invasion of rogue ninjas. As their teacher Kakashi Hatake had departed for Konohagakure beforehand, the team is left to deal with the attacking forces on their own.   While the group prepares for a rescue operation, they learn that Suien, the mastermind behind the assault, is pursuing the Hero Water—an elixir that briefly increases the chakra of those who drink it by tenfold. Knowing that the liquid is in Shibuki's possession, Suien takes the villagers hostage to use them as a bargaining chip.   Despite the odds stacked against them, Naruto fights the enemy heroically, spurring Shibuki on to discover the courage to protect his people.  [Written by MAL Rewrite]"
19855,Nobunagun,"Action, Supernatural",TV,13,6.83,43551,"Shio Ogura is a Japanese high school student, who is visiting Taiwan on a school trip when she is suddenly attacked by monsters. Agents known as ""E-Gene Holders"" from the government agency DOGOO also arrive, who wield weapons infused with the spirits of historical figures. Shio is revealed to also be an E-Gene Holder when the soul of Oda Nobunaga awakens after she tries to rescue a friend.  (Source: Wikipedia)"
616,Nurse Angel Ririka SOS,"Drama, Fantasy, Magic, Shoujo",TV,35,6.83,1390,"The Evil Forces of Dark Joker are closing in on our planet after having destroyed the beautiful planet of Queen Earth. Now, 10 year old Moriya Ririka, with the help of her childhood friend Seiya and the mysterious Kanon, must transform into the Nurse Angel and find the elusive Flower of Life, the only way to defeat the evil forces. The Flower of Life, that once bloomed all over the Earth, is where no one thought it ever would be. And Ririka must make the hardest decision of her life in order to acquire it and rid the universe of evil once and for all.   (Source: ANN)"
10197,Nyanpire The Animation,"Comedy, Supernatural",TV,12,6.83,19161,"When a handsome vampire finds a kitten on the verge of death, he cannot help but take pity on the poor creature and save its life the only way he knows how: by offering it some of his blood and granting it eternal life as a vampire cat. The kitten—now known as Nyanpire—does his best to acquire blood and other red substances for his consumption. At the same time, he must also manage the difficulties of being a household pet and keeping up with the other strange cats around the neighborhood.  [Written by MAL Rewrite]"
1300,Omishi Mahou Gekijou: Risky/Safety,"Comedy, Shoujo",TV,24,6.83,2230,"An apprentice shinigami (Japanese Death God), Risky, is determined to take Moe's life. However, Risky is magically joined with an apprentice angel, Safety, so Risky turns into Safety whenever someone says something nice. As an apprentice shinigami can only take someone's life when that person is really depressed, Risky has quite a problem taking Moe's soul, while dealing with Safety, who often cheers Moe up.  (Source: ANN)"
2826,Oz no Mahoutsukai (1986),"Adventure, Fantasy, Kids",TV,52,6.83,1039,
8705,Phantom: Requiem for the Phantom Picture Drama,Comedy,Special,12,6.83,4368,DVD/BD specials.
4069,Pucca,"Comedy, Romance",ONA,46,6.83,4211,"Pucca is the young daughter of a Chinese noodle house owner and she is hopelessly in love with the ninja Garu. He tries desperately to avoid Pucca's advances and usually does not return her affection. This results in many comical situations as Pucca goes to great lengths just to steal a kiss from Garu. Expect to see lots of ""funny love"" antics involving everything from noodles to deadly ninjas.  (Source: TV.com)"
10823,Ranma ½: 1994 Music Calendar,"Comedy, Martial Arts, Slice of Life",OVA,1,6.83,1730,"Series clips shown along with the music that freeze-frames when a new move is shown. The writing at the bottom says ""Anything-Goes Martial Arts Technique/Trick Picture Scroll"". This was put out by the KAC (Kitty Animation Circle), and so it wasn't commercially available in stores.  (Source: furinkan.com/ranma/anime/specials.html)"
25859,Re-Kan!,"Comedy, School, Seinen, Supernatural",TV,13,6.83,37544,"Hibiki Amami would be a regular high school girl if it weren't for one thing: a sixth sense that allows her to see ghosts. Rather than being scared, Amami is more interested in befriending and helping the apparitions. This often leads to her human friends witnessing paranormal activity as the ghosts try to help Amami with everyday tasks.   The majority of Amami's friends accept that she has a sixth sense, but Narumi Inoue—a girl who is terrified of the supernatural—refuses to acknowledge that ghosts are real. Though she is scared and stubborn, Inoue goes along with the rest of her friends, who decide to take up Amami's mission of helping ghosts however they can.  [Written by MAL Rewrite]"
33142,Re:Zero kara Hajimeru Break Time,"Adventure, Comedy, Fantasy",Special,11,6.83,17693,"Subaru Natsuki's sudden arrival in another world brought nothing short of tension and despair—but that does not mean there is no time for a break! The Kingdom of Lugunica is home to an array of interesting tales and lively characters, all waiting to be discovered. As Subaru explores this fantasy world, he learns that it may not be so different from his own.  [Written by MAL Rewrite]"
2511,Sengoku Majin Goushougun: Toki no Etranger,"Action, Sci-Fi",Movie,1,6.83,1027,"Remy Shimoda is in a hurry. She's on her way to a reunion with the other members of the Go Shogun team, and she's late. A police action with some robbers gets in her way, so she runs the robbers off the road. Her vision blurs and she gets into an accident. The movie splits into two with one plot following Remy's slow decline at the hospital with the Go Shogun members and former enemies at her side, and her experience in a strange city where she, and the rest of the team have their deaths foretold. Remy, herself, is plagued by visions of her death, and visitations from a threatening girl and her panther-like cat. The temple at the center of the city is the key, so the team sets out to battle their way into it. Based on the giant robot series ""Go Shogun"", this is a story focusing on Remy, the female member of the team.   (Source: AniDB)"
1103,Shinkon Gattai Godannar!!,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,6.83,8688,"Five years ago, while battling an alien force known as the ""Mimesis,"" Dannar pilot Goh Saruwatari first met Anna Aoi. Today, on the day of their wedding, the ceremony is interrupted when the Mimesis strike again. As Goh struggles in his battle against the alien threat, Anna stumbles upon a top secret robot known as the ""Neo-Okusaer"" and uses it as a last-resort to save her fiancee. At that moment, Dannar and Neo-Okusaer merge to become the mighty robot ""Godannar.""  (Source: ANN)"
2612,Spoon Oba-san,"Kids, Magic",TV,130,6.83,955,"An older woman wears a small spoon around her neck but every now and then, she shrinks to the size of a mouse because of the spoon. She sees the world then from a completely different perspective and has all kind of strange adventures together with Wendy, the mouse and many others.  (Source: ANN)"
32555,Stella no Mahou,"Comedy, School, Slice of Life",TV,12,6.83,15397,"Upon enrolling in high school, Tamaki Honda joins a club for making doujin games known as the SNS Club. Joined by programmer Shiina, writer Ayame, and composer Kayo, Tamaki begins working as an illustrator for the club's next game.  (Source: Wikipedia)"
1001,Tide-Line Blue Special,"Adventure, Drama, Shounen",Special,1,6.83,1345,
10074,Toriko 3D: Kaimaku Gourmet Adventure!!,"Action, Adventure, Comedy, Shounen",Movie,1,6.83,4204,"A Toriko movie, the action in it takes place before the beginning of the TV series. The story follows a kid, Peck, who lives in a village attacked by a Gerold. So, he seeks the help of Toriko."
926,Transformers Victory,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,6.83,1418,
21845,Ushinawareta Mirai wo Motomete,"Drama, Romance, School, Sci-Fi",TV,12,6.83,47565,"Kaori Sasaki—a member of Uchihama Academy's Astronomy Club—confesses to Sou Akiyama, but later that evening, she dies in a tragic road accident. Her friends and fellow club members mourn her death in a local hospital. Yet she shows up to school the following day, and no one senses anything amiss.  The day finishes without any unusual incidents, and the group of friends plans for the upcoming cultural festival. Suddenly, the room is shaken by an unnatural earthquake. Everyone splits up to investigate—except for Nagisa Hanamiya, who stays behind. As everyone leaves, Nagisa notices that the odd relic-like cube that she was toying with starts emitting a strange blue light. Meanwhile, Sou stumbles upon an unconscious, naked girl lying in a pool of water.  Ushinawareta Mirai wo Motomete follows the Astronomy Club's increasingly bizarre adventures—from dealing with ghosts to quelling unrests between student clubs. All the while, they unravel the circumstances behind the sudden appearance of a new transfer student.  [Written by MAL Rewrite]"
1952,Vampire Hunter,"Action, Adventure, Drama, Fantasy",OVA,4,6.83,9826,"The world is a dark, brooding place populated by humans, but ruled in reality by powerful beings known as the Darkstalkers, and there is constant conflict between them as they try to determine who is the most powerful of them all. Zombies, vampires, werewolves - all of them compete in contests of strength and sheer will to attain their own personal goals.   All of this becomes moot when a race of Aztec robots called the Huitzil decide that humanity isn't worth saving, and start waging war on the world, while in the sky, a solar god from outer space plots the conquest of Earth. And the Darkstalkers must become unwilling allies in order to save the world.   (Source: AnimeNfo)"
23487,Witch Craft Works Specials,"Comedy, Magic",Special,6,6.83,4311,Specials included in Blu-rays/DVDs of Witch Craft Works.
14355,Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12,6.83,27487,"As a child, Aoi Yukimura adored mountains and was passionate about climbing. However, a playground accident has since left her afraid of heights, turning her toward indoor hobbies. Unfortunately, now a shy and timid first-year high school student, Aoi has become so absorbed in these pastimes that she can barely socialize with others, leaving her practically friendless. It is only when she runs into the lively Hinata Kuraue, an old friend from her climbing days, that things start to change.   Impulsive and high-spirited, Hinata insists on having Aoi join her in all sorts of climbing activities. Though reluctant at first, Aoi quickly finds that her time with Hinata brings back fond memories of their childhood and soon decides to start climbing again. As the return to her past hobby starts to bring her out of her shell, Aoi finds herself gaining close friends, taking on new challenges, and continuing to find her own encouragement to climb.  [Written by MAL Rewrite]"
2387,Ai Monogatari: 9 Love Stories,"Drama, Romance",OVA,1,6.82,2060,"An OVA based on the work of Kawaguchi Kaiji consisting of nine independent stories, each animated by a different director. With Beatles music involved, somewhere.  (Source: AniDB)"
19429,Akuma no Riddle,"Action, School, Shoujo Ai",TV,12,6.82,127641,"Tokaku Azuma has just transferred to the elite Myoujou Academy, a private girls' boarding school. But there is a catch: she, along with 11 of her fellow students in Class Black, is an assassin taking part in the challenge to kill their sweet-natured classmate, Haru Ichinose. Whoever succeeds will be granted their deepest desire, no matter the difficulty or cost. However, each assassin only gets one chance; if they fail to kill her, they will be expelled.  Despite the extraordinary reward, Tokaku decides to take a different course of action. Though Haru is her target, the young assassin soon finds herself drawn to the very girl she is supposed to kill. With the entire class out for Haru, Tokaku refuses to let her friend die, vowing to protect her from a growing bloodlust.  [Written by MAL Rewrite]"
2576,Araiguma Rascal,"Drama, Historical, Slice of Life",TV,52,6.82,935,"Life in Brailsford Junction, Wisconsin, is simple and quiet for Sterling North, who spends most of his free time caring for animals. With his mother in the hospital and his brother fighting on the Western Front, the boy lives only with his father and his dog Hauser.  One weekend, cutting away from his usual chores, Sterling, his friend Oscar, and Hauser head off on a fishing trip. On their way to the river, his dog catches a scent at the base of a tree. Unearthing a raccoon's nest, the two boys find an orphaned kit. A passing hunter has killed the kit's mother to make a fur hat, leaving Sterling to adopt and care for the orphaned raccoon.  Torn by his fracturing family, a brother in the trenches, along with the ailing health of his mother, Sterling's bonds with life and the world around him are kept together and strengthened by life with his new friend, the ""ring-tailed wonder"" and scoundrel, whom he names Rascal.  [Written by MAL Rewrite]"
9858,Bakusou Kyoudai Let&#039;s &amp; Go!! WGP Bousou Mini Yonku Daitsuiseki,"Adventure, Cars, Shounen, Sports",Movie,1,6.82,360,
1123,Beet the Vandel Buster Excellion,"Adventure, Fantasy, Shounen, Supernatural",TV,25,6.82,5198,
7229,Black Jack ONA,Drama,ONA,12,6.82,1297,"Black Jack, a mysterious young unlicensed doctor with godlike skills, travels the world performing feats of impossible surgery, charging vast fees for his services, and challenging the corrupt practices of the medical establishment. This selection of stories, each adapted from a single original manga issue, focuses more on interpersonal relationships and back-story than most other Black Jack series.   (Source: ANN)"
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy, Kids, Shounen, Super Power",Special,1,6.82,1213,
6855,Da Nao Tiangong,Adventure,Movie,1,6.82,342,"The Monkey King Sun Wukong lives a joyful life on Flower-Fruit Mountain along with his primate subjects. One day, Wukong accidentally breaks a sword while training with his companions. To find a more suitable weapon for himself, Wukong travels to the Dragon King's palace, where he obtains a powerful staff.  Angered by Wukong's casual theft of his most precious treasure, the Dragon King goes to the Jade Emperor's palace in Heaven to demand retribution. The Jade Emperor hatches a plan to control the devilish monkey—however, Wukong may not be as easy to fool as the monarch thinks.  [Written by MAL Rewrite]"
234,Dan Doh!!,"Adventure, Shounen, Sports",TV,26,6.82,2351,"Dandoh was playing a baseball game with friends Yuka and Kohei and hits a wild fly ball which crashes into the principal's potted plants. Rather than getting mad, the principal admires Dandoh's swing and introduces him to the world of golf. It's now an adventure in golf as Dandoh is under the watchful eye of a former pro-golfer. They enter a tournament together and play for a shot at the national championships.  (Source: ANN)"
1802,Dirty Pair Flash,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,6,6.82,4505,"Kei and Yuri were originally junior auxiliary agents in the Worlds Works and Welfare Agency (W.W.W.A. or 3WA for short) when the two were paired together under the codename ""Lovely Angels."" Kei was coming off her fourth probation for something she had done, and Yuri's dating exploits were common knowledge, not to mention the two had an instant dislike for each other when they met.  At first, Kei and Yuri refused to work with each other, and Kei even resigned from the 3WA. Afterwards, the two continued to work together, although they earned their nickname, ""the Dirty Pair"" because of all the collateral damage the two (unintentionally) cause in the completion of their cases. And even though the two now get along with one another, they continue to bicker and complain to each other.  Although it is often said that these are younger versions of the original Lovely Angels Kei and Yuri, in truth this series is an alternate universe telling of Dirty Pair, set in the years 2248-49.  (Source: Wikipedia)"
2635,Doraemon: Featherplace,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,6.82,430,
5973,Fight Ippatsu! Juuden-chan!!,"Comedy, Ecchi, Sci-Fi, Shounen",TV,12,6.82,20279,"Meet Plug, an unusual girl from a parallel world. Plug is a ""Juuden-chan,"" capable of ""recharging"" people down on their luck, spreading good cheer wherever she goes!"
271,Gad Guard,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.82,8315,"Several hundred years in the future, the resources of the Earth runs out, and the progression of the human race has stagnated. The world is now divided into ""Units."" A boy named Hajiki Sanada lives with his mother and sister in Unit 74, in a place called ""Night Town,"" in which all electricity is shut down at midnight. The key in this story is an object called the GAD. GADs have the ability to reconstruct materials while reacting to feelings of an organic life. The size and shape of the resulting product seem to be different depending on the kinds of feelings that the life possesses. When Hajiki comes in contact with one by accident, it transforms into a huge robot—a Tekkoudo, or ""Iron Giant""—which Hajiki names Lightning. And soon he realizes that he isn't the only one with a Tekkoudo, and must find out how to deal with those others who he feels are the ""same"" as himself.  (Source: ANN)"
32946,Gyakuten Saiban 6 Prologue,Mystery,ONA,1,6.81,1108,"The country of Khura'in doesn't have attorneys. Instead, the outcome of trials are decided by the oracles.  Meanwhile, in Japan, Naruhodo Ryuichi receives a disturbing call from his old friend, Mayoi Ayasato, who is currently training in Kurain."
797,Hanaukyou Maid-tai OVA,"Comedy, Ecchi, Harem, Romance",OVA,3,6.82,6586,"In this three-episode OVA, Taro learns more about Cynthia`s life as herself and her alter-ego Grace. He also undergoes training with his bodyguard Konoe. And finally, Ikuyo dupes Taro in spending a whole day disguised as a maid.    (Source: ANN)"
6882,Hatsukoi Limited: Gentei Shoujo,"Comedy, Ecchi, School, Shounen",Special,6,6.82,11716,"Andou Soako, a high school girl and a 'Mega-klutz' as she thinks herself to be is about to be late for school yet again, for nine straight days! She rushes out from her home and runs out to make up for the lost time when she suddenly realizes that her breasts are wobbling much more than usual and she has a feeling of a gentle breeze under her skirt..."
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,"Comedy, Fantasy, Shoujo",OVA,1,6.82,4637,"Bundled with Hiiro no Kakera Taizen, a comprehensive illustration book on the six-year history of Idea Factory's Hiiro no Kakera romance game franchise, the OVA reveals the private lives of the five main characters."
6958,Hyakko OVA,Comedy,OVA,1,6.82,8206,
18247,IS: Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,6.82,146979,Second season of Infinite Stratos.
8208,Jigoku Sensei Nube (Movie),"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.82,1120,"Nube is a clumsy, easygoing, and very kind teacher, but he has a secret under his glove on the left hand. He has a monster hand, and he also has the ability to sense ghosts and evil spirits. So he protects his dear students from these evil spirits with his monster hand, proving to be very powerful.  (Source: ANN)"
26063,Kaibutsu Oujo (OVA) Specials,"Adventure, Comedy, Horror, Shounen, Supernatural",Special,3,6.82,922,
2704,Kaiketsu Jouki Tanteidan,"Action, Mecha, Mystery, Police",TV,26,6.82,2128,"The scene is Steam City, a London-ish city which represents an entire civilization run by coal and steam power. Because of steam, the city is sometimes covered in a mist. Villains take advantage of the steamy mist to hide and execute their evil plans. Only a few dare venture into what's beyond the steamy mist. They are known as the Steam Detectives: Narutaki (and his convertible all-purpose pistol), his nurse-assistant Lingling, and his Megamaton robot Gohliki.   (Source: ANN)"
3935,Karakuri Kiden: Hiwou Senki,"Action, Adventure, Historical, Mecha",TV,26,6.82,719,"8 years ago, Western Civilization visited 19th century Japan. Mechanized dolls and new steam-powered creations began spreading throughout the country. The Wind Gang is a group of doll and steam users who believe in using their creations to violently bring about a new Industrial Era. They attack and destroy the peaceful village of a young doll user named Hiwou one day. Hiwou and his friends escape with a giant doll named Homura. Hiwou now wants to find his father, so that he can help defeat the Wind Gang, and bring peace back to Japan.  (Source: ANN)"
14059,Kimagure Orange☆Road: Soushuuhen Tanabata Special,Shounen,OVA,1,6.82,625,
20909,Kyoukai no Kanata: Mini Theater,"Slice of Life, Supernatural",Special,7,6.82,15703,
1433,Lupin III: Babylon no Ougon Densetsu,"Action, Adventure, Comedy, Shounen",Movie,1,6.82,3251,"Mysterious Babylonian Tablets unearthed in Manhattan provide tantilizing clues about the location of the Tower of Babel - not the biblical one, but the original one, built out of solid gold!   The Mob is out to get the gold, but so is Lupin III.   It's Thugs vs. Thieves when Lupin &amp; Co. go up against a fearsome flyswatting Polish Mafia boss, a bevy of beauty-contest policewomen, Zenigata, the hard-luck Interpol Inspector, a mysterious bag-lady AND his own girl-friend in a trans-continental trust-nobody trek after a treasure of biblical proportions!   (Source: AniDB)"
28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",TV,12,6.82,47642,"To be around cute girls wearing cute clothing is all Eruna Ichinomiya desires. Since Mikagura High School happens to have the cutest uniforms around, she decides to enroll in this prestigious high school known for its cultural clubs.  However, she does not realize that joining a club is mandatory, and representatives from each club must battle for a ranking. Based on these rankings, club members are awarded housing and food. Chasing after Seisa Mikagura, the most beautiful girl in school, Eruna joins the going-home club but finds herself thrust into fighting the next club battle. With the other club representatives wielding unique powers, the competition is sure to be fierce!  Based on the popular song series, Mikagura Gakuen Kumikyoku follows Eruna as she explores the various clubs in school and assists the members with their troubled lives, all of whom are also vying for the top spot in school.  [Written by MAL Rewrite]"
33741,Mobile Police Patlabor Reboot,"Comedy, Mecha, Police, Sci-Fi",Movie,1,6.82,2303,
921,Nurse Witch Komugi-chan Magikarte Z,"Comedy, Magic, Parody",OVA,2,6.82,3986,Sequel to the first series.
13173,Puka Puka Juju,"Fantasy, Slice of Life",Movie,1,6.82,3621,
1881,Sasami: Mahou Shoujo Club,"Fantasy, Magic, School",TV,13,6.82,4056,"In this world lives a group of people who call themselves ""Majo"" or ""Magical Girls."" They hide their powers so as to assimilate into society. They have been living together in harmony with humans for many years, as had their predecessors long before them. Sasami has had magical powers since her birth. However, at the age of three, she was told by her parents never to use her innate powers, and from then on, she kept them secret. On the first day of a new school term, newly transferred teacher Wajuu arrives, and from then on, Sasami's life begins to change tremendously.  (Source: ANN, edited)"
13619,Sayonara Zetsubou Sensei Special Omake,"Comedy, Parody, School",Special,1,6.82,3648,A special short in BD BOX.
6500,Seikon no Qwaser,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,24,6.82,145592,"When Tomo Yamanobe's father—the former headmaster of Saint Mikhailov Academy—disappeared, he left nothing behind except for a piece of art called the ""icon."" Soon after his disappearance, rumors of a serial killer attacking female students of the academy began to spread.  As Tomo and her sister Mafuyu Oribe head home after being tormented at school, Tomo trips over an injured silver-haired boy who abruptly vanishes while being tended to. Mafuyu goes to look for him, only to discover that the church holding the icon is burning down. When she tries to save the painting, the rumored serial killer suddenly attacks her with a mysterious ability to control magnesium. Appearing out of nowhere, the silver-haired boy, who can control iron, rescues Mafuyu.  Mafuyu finds out that the boy, named Alexander Nikolaevich ""Sasha"" Hell, is a ""qwaser""—a being who is capable of controlling an element through the power of ""soma,"" received through the act of breastfeeding. Confused by the ordeal, Mafuyu attempts to move past it with little luck, as Sasha transfers to her class the next day. What will become of Tomo and Mafuyu's normal school life with the danger of other qwasers looming close to them?  [Written by MAL Rewrite]"
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","Music, School, Slice of Life",Special,1,6.82,3466,"New animation featuring a new song recording by the Shirahamazaka High School Chorus Club, bundled with the BD Box set."
32228,Teekyuu 7,"Comedy, Shounen, Sports",TV,12,6.82,5990,Seventh season of the Teekyuu series.
23067,Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,52,6.82,1249,"Eons ago, a cube–like peaceful planet named Quarton, populated by shape–shifting living bricks called Tenkai, was ravaged by a war between two opposite factions: the Corekai and the Corrupted led by the ruthless warlord Vilius who desired to obtain the source of Tenkai Energy for his own purposes. However, the only ones who were strong enough to defeat him were the Tenkai Knights: Bravenwolf, Tributon, Valorn and Lydendor. Facing defeat, Vilius unleashed the mighty Tenkai Dragon, who was later defeated by the four Knights and its fragments were scattered across the planet. These heroes were never seen again, but the Corrupted have returned more powerful than ever.  Now on planet Earth in the year 2034, four teenage humans named Guren, Ceylan, Toxsa, and Chooki find an interdimensional portal to Quarton where they are chosen by the Guardians to become the new generation of Tenkai Knights and prevent Vilius to take control of both worlds.  (Source: Wikipedia)"
1043,Tokyo Babylon,"Action, Magic, Mystery, Supernatural",OVA,2,6.82,11730,"Subaru Sumeragi is the 13th head of the Sumeragi Clan and a most powerful onmyouji. Subaru is hired to exorcise a construction site, but his employer mysteriously died. The only suspect is a man who repeatedly walks away from situations in which he should have died. Then Subaru meets a young woman intent upon cursing the man, saying that he killed her brother. Subaru must figure out how his employer died and fight the evil spirits that are protecting the man with the help of his friend and twin sister, Seishirou Sakurazuka and Hokuto Sumeragi.  (Source: ANN)"
179,Ultra Maniac OVA,"Comedy, Magic, Romance, School",OVA,1,6.82,3979,"Ayu Tateishi is a popular second-year student at her middle school admired for being calm, cool, and collected. But this carefully preserved image was all crafted to catch the eye of her crush Tetsushi Kaji, who once complimented her for those qualities. Studying, playing tennis, and finding chances to speak with Tetsushi are all that are on Ayu's mind—until the day she finds a mini-computer underneath a bench.   After returning the item to Nina Sakura, a girl who was searching for a lost item earlier, Ayu is chosen by Nina as a confidante for her secret. When the school's two tennis teams have a dispute regarding use of the courts, Ayu is forced to settle the matter by playing against Hiroki Tsujiai, the captain of the boys' team and Tetsushi's best friend. While dreading the prospect of losing and embarrassing herself, Ayu is approached by Nina, who is revealed to be a witch who came to Earth after failing to graduate from the Magic Kingdom's middle school. Wanting to help Ayu win the match, Nina imbues a piece of chocolate with a spell that just might come in handy...  [Written by MAL Rewrite]"
3069,Yamato yo Towa ni,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,6.82,1148,The Black Nebula Empire attacks Earth and threatens to blow up the planet with a bomb they placed on Earth if counter attacked. Earths hopes rest on the Yamato crew as they go to the Black Nebula Planet and try to find a way to difuse the bomb before it's too late.   (Source: ANN)
3021,Yume Senshi Wingman,"Action, Comedy, Romance, School, Super Power",TV,47,6.82,918,"Hirono Kenta is your average geeky junior high school student. His childhood obsession has always been Tokusatsu and anime. In fact, he fancies himself as a ""Hero of Justice"" and often is seen running around in a makeshift costume of his own design called ""Wing Man."" Most of his fellow classmates thinks he's just a crazy otaku, but his childhood friend Ogawa Miku thinks he's a noble spirit.  One day as Hirono is walking to school, a beautiful and voluptuous girlliterally drops out of the sky and into his life. Hirono, bewildered by the event, none-the-less takes the girl to his home to recuperate (this is his duty as a ""Hero of Justice""). He also keeps the ""Dream Note"" so that he can transpose his favorite ""Wing Man"" costume designs into it.  Later, Hirono is confronted by the girl who reveals herself to be Yume Aoi, Princess of the Dreamscape called Botoreem. Her domain has been conquered by the power mad despot, Rimeru and his armies of monstrous ""Seed Men."" She barely escaped her domain with the power artifact known as the ""Dream Note."" The ""Dream Note"" enables its possessor to create anything they desire by merely drawing or writing information within its pages. Rimeru seeks to steal it to become Master of the Universe. She demands that Hirono give her back the book, but Hirono had already begun drawing into the book (mystically linking himself to it).  Hirono soon discovers that his designs and notes on Wing Man become reality and he in turn becomes his own creation. Using these powers and abilities, he and Aoi begin their strange and amazing adventure. Along the way, Hirono inadvertently involves all of his friends, especially Miku in his quest to help Aoi free her people and save her father.  Rimeru sends his various minions to Earth's dimension to retrieve the book. One his henchmen is the noble yet devious Kitakura who goes as far as infiltrating Hirono's junior high school masquerading as a teacher.  (Source: AniDB)"
314,Ace wo Nerae! 2,"Drama, Shoujo, Sports",OVA,13,6.81,890,"It’s been three years since Nishi High’s Hiromi Oka was taken under the wing of former tennis superstar and “demon” coach, Jin Munakata. Fresh off a national championship win, Hiromi has been selected to represent Japan in New York for an international tournament. Unfortunately, Munakata is suddenly hospitalized after his own demons finally catch up with him. Forced to continue on without him, Hiromi must find it in herself to keep playing in the face of new challengers and heartbreaking tragedy.  (Source: Discotek Media)"
1749,Amaenaide yo!!: Yasumanaide yo!!,"Comedy, Ecchi, Romance, Supernatural",Special,1,6.81,10549,"Ikko and the girls of Saienji Buddhist Temple are participating in a game show competition and happen to win a trip to a secluded inn. At the inn, Ikko is presented with the challenge of not awakening while all of the girls are sleepwalking."
1497,Aru Machi Kado no Monogatari,"Drama, Music, Romance",Movie,1,6.81,1724,"On a certain street corner, there live a girl and her bear doll; a mischievous mouse named Kanku-bouya; a sycamore tree; an old street lamp; a moth; and posters containing a bar girl, a violinist, and a pianist. They all strive for life, but the world may not allow them to flourish.  In Aru Machi Kado no Monogatari, will the inhabitants of the street corner be able to maintain their peaceful existences, or will war and tyranny plunge them into chaos?  [Written by MAL Rewrite]"
